Path;Label;Group
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/341_1_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/344_4_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/345_3_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/343_3_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/343_4_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/347_1_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/341_2_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/345_4_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/341_4_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/344_1_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/346_3_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/342_2_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/348_2_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/344_2_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/348_3_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/342_4_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/344_3_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/346_4_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/345_1_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/347_2_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/345_2_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/343_2_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/pin/341-348/342_3_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/359_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/351_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/355_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/354_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/352_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/357_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/353_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/358_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/356_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/351-360/360_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/391_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/398_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/392_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/397_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/400_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/399_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/396_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/394_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/391-400/395_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/371-377/376_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/371-377/371_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/371-377/374_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/371-377/373_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/371-377/372_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/371-377/377_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/378/378_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/384_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/390_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/387_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/386_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/382_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/385_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/389_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/388_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/381_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/381-390/383_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/361-368/363_{Х-20}.jpg;1;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/361-368/362_{Х-20}.jpg;1;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/361-368/364_{Х-20}.jpg;1;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/361-368/365_{Х-20}.jpg;1;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/361-368/368_{Х-20}.jpg;1;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/361-368/361_{Х-20}.jpg;1;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/344_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/345_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/342_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/346_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/347_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/348_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/341_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. macha/table/341-348/343_{Х-20}.jpg;0;valid
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/273_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/271_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/272_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/278_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/280_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/276_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/280_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/273_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/279_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/275_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/274_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/271_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/273_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/271_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/274_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/275_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/280_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/271_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/279_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/279_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/278_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/277_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/272_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/276_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/276_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/279_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/278_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/277_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/274_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/272_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/273_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/280_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/275_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/276_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/275_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/277_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/277_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/278_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/272_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/271-280/274_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/259_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/259_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/256_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/260_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/256_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/256_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/257_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/258_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/260_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/256_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/251_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/253_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/252_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/253_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/257_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/252_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/254_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/253_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/258_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/260_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/254_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/259_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/259_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/255_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/257_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/258_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/255_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/253_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/252_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/255_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/258_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/251_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/257_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/251_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/251_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/255_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/254_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/252_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/260_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/251-260/254_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/267_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/269_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/265_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/261_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/262_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/264_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/266_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/262_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/268_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/266_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/268_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/263_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/268_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/265_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/267_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/263_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/261_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/269_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/266_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/267_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/270_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/261_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/264_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/269_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/262_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/269_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/267_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/263_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/261_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/270_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/264_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/263_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/265_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/265_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/262_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/268_2_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/270_1_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/266_4_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/270_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/261-270/264_3_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8732_2_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8730_2_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8755_3_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8732_4_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8755_4_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8730_4_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8755_2_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8732_1_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8730_1_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8730_3_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8755_1_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/pin/8730-55/8732_3_{II18}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/271_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/276_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/273_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/272_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/278_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/274_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/277_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/280_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/279_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/271-280/275_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/258_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/259_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/257_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/253_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/252_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/251_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/256_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/254_{Х-20}.jpg;1;test
/data/cv_project/spikedroid/ploid_classification/Гексаплоиды/T. vavilovii/table/251-260/260_{Х-20}.jpg;1;test
